ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,¿Existencias?,Inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Posición,Marcas,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3,Nombre del atributo 4,Valor(es) del atributo 4,Atributo visible 4,Atributo global 4,Nombre del atributo 5,Valor(es) del atributo 5,Atributo visible 5,Atributo global 5,Nombre del atributo 6,Valor(es) del atributo 6,Atributo visible 6,Atributo global 6,Nombre del atributo 7,Valor(es) del atributo 7,Atributo visible 7,Atributo global 7,Nombre del atributo 8,Valor(es) del atributo 8,Atributo visible 8,Atributo global 8
4306,variation,880a48b2b00e,,"Adaptador inalámbrico neckloop y y gancho de retención - DGP5050e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4307,variation,76e80b75ec07,,"Adaptador inalámbrico neckloop y y gancho de retención - DGP5050e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4308,variation,bf461332cc13,,"Adaptador inalámbrico neckloop y y gancho de retención - DGP5550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4309,variation,868dc0f8ea32,,"Adaptador inalámbrico neckloop y y gancho de retención - DGP5550e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4310,variation,4515f35545ad,,"Adaptador inalámbrico neckloop y y gancho de retención - DGP8050e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4311,variation,fdc4deda3b9b,,"Adaptador inalámbrico neckloop y y gancho de retención - DGP8050e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4312,variation,6baca6d47cb9,,"Adaptador inalámbrico neckloop y y gancho de retención - DGP8550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4313,variation,0596480d3a11,,"Adaptador inalámbrico neckloop y y gancho de retención - DGP8550e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4314,variable,NNTN8737A,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309)",1,0,visible,Adaptador de Audio Inalámbrico,,1,,0,0,,"Ventas > Accesorios, Ventas > Accesorios > Portátiles > Auriculares, Ventas > Accesorios > Auriculares, Ventas > Accesorios > Portátiles, Ventas",,,https://www.interwins.cl/wp-content/uploads/2023/12/NNTN8737-Adaptador-auricular-comercial-3.5-multipack.jpg,483,,Compatibilidad,"DEP550e, DGP5050e, DGP5550e, DGP8050e, DGP8550e",1,1,Portabilidad,Portátiles,1,1,Tipo Accesorio,Auriculares,1,1,Frecuencia,"UHF, VHF",1,1,Tipo Producto,Accesorios,1,1,Modalidad,Venta,1,1,Marca,Motorola,1,1,,,,
4315,variation,NNTN8737A,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DEP550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,767271,,,,https://www.interwins.cl/wp-content/uploads/2023/12/NNTN8737-Adaptador-auricular-comercial-3.5-multipack.jpg,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4316,variation,1dd786159f32,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DGP5050e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4317,variation,81fc50653bd4,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DGP5050e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4318,variation,abff3d2bf5e0,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DGP5550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4319,variation,a159258c8124,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DGP5550e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4320,variation,c14b777817d4,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DGP8050e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4321,variation,e3b34979d48e,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DGP8050e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4322,variation,ade0037de538,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DGP8550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4323,variation,3494f0a45a42,,"Adaptador de auricular comercial 3. 5, multipack (pk de 10 NNTN8309) - DGP8550e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4324,variable,PMLN6047A,,Adaptador audio con conector Molex,1,0,visible,Adaptador de Audio Inalámbrico,,1,,0,0,,"Ventas > Accesorios, Ventas > Accesorios > Portátiles > Auriculares, Ventas > Accesorios > Portátiles, Ventas",,,https://www.interwins.cl/wp-content/uploads/2023/12/PMLN6047-Adaptador-audio-conector-Molex.jpg,481,,Compatibilidad,"DEP550e, DGP5050e, DGP5550e, DGP8050e, DGP8550e",1,1,Portabilidad,Portátiles,1,1,Tipo Accesorio,Auriculares,1,1,Frecuencia,"UHF, VHF",1,1,Tipo Producto,Accesorios,1,1,Modalidad,Venta,1,1,Marca,Motorola,1,1,,,,
4325,variation,PMLN6047A,,"Adaptador audio con conector Molex - DEP550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,199490,,,,https://www.interwins.cl/wp-content/uploads/2023/12/PMLN6047-Adaptador-audio-conector-Molex.jpg,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4326,variation,0134aa8faf29,,"Adaptador audio con conector Molex - DGP5050e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4327,variation,927e218d5eb1,,"Adaptador audio con conector Molex - DGP5050e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4328,variation,a479722d91b1,,"Adaptador audio con conector Molex - DGP5550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4329,variation,3e5234980fc5,,"Adaptador audio con conector Molex - DGP5550e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4330,variation,2bdee799c47b,,"Adaptador audio con conector Molex - DGP8050e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4331,variation,79dbaac03373,,"Adaptador audio con conector Molex - DGP8050e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4332,variation,9b96522b4503,,"Adaptador audio con conector Molex - DGP8550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4333,variation,f182322b33c9,,"Adaptador audio con conector Molex - DGP8550e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4334,variable,PMLN6095A,,"Adaptador de audio, adaptador PTT en línea, GCAI",1,0,visible,Adaptador de Audio Inalámbrico,,1,,0,0,,"Ventas > Accesorios, Ventas > Accesorios > Portátiles > Auriculares, Ventas > Accesorios > Portátiles, Ventas",,,https://www.interwins.cl/wp-content/uploads/2023/12/PMLN6095-Adaptador-audio-adaptador-PTT-en-linea-GCAI.jpg,482,,Compatibilidad,"DEP550e, DGP5050e, DGP5550e, DGP8050e, DGP8550e",1,1,Portabilidad,Portátiles,1,1,Tipo Accesorio,Auriculares,1,1,Frecuencia,"UHF, VHF",1,1,Tipo Producto,Accesorios,1,1,Modalidad,Venta,1,1,Marca,Motorola,1,1,,,,
4335,variation,PMLN6095A,,"Adaptador de audio, adaptador PTT en línea, GCAI - DEP550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,639392,,,,https://www.interwins.cl/wp-content/uploads/2023/12/PMLN6095-Adaptador-audio-adaptador-PTT-en-linea-GCAI.jpg,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4336,variation,556920f16932,,"Adaptador de audio, adaptador PTT en línea, GCAI - DGP5050e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4337,variation,e5e1472b5b4b,,"Adaptador de audio, adaptador PTT en línea, GCAI - DGP5050e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4338,variation,bc790b7ac888,,"Adaptador de audio, adaptador PTT en línea, GCAI - DGP5550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4339,variation,c84fc6e7924e,,"Adaptador de audio, adaptador PTT en línea, GCAI - DGP5550e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4340,variation,e96bba4488e4,,"Adaptador de audio, adaptador PTT en línea, GCAI - DGP8050e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4341,variation,13dc816f6853,,"Adaptador de audio, adaptador PTT en línea, GCAI - DGP8050e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4342,variation,1d571be86876,,"Adaptador de audio, adaptador PTT en línea, GCAI - DGP8550e, VHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4343,variation,b223cee0137a,,"Adaptador de audio, adaptador PTT en línea, GCAI - DGP8550e, UHF",1,0,visible,,Adaptador de Audio Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4344,variable,PMLN7696A,,Kit auricular completamente discreto (reemplaza RLN4922),1,0,visible,Kit Auricular,,1,,0,0,,"Ventas > Accesorios, Ventas > Accesorios > Portátiles > Auriculares, Ventas > Accesorios > Auriculares, Ventas > Accesorios > Portátiles, Ventas",,,https://www.interwins.cl/wp-content/uploads/2023/12/PMLN7696A-Kit-auricular-completamente-discreto.jpg,583,,Compatibilidad,"DEP550e, DGP5050e, DGP5550e, DGP8050e, DGP8550e",1,1,Portabilidad,Portátiles,1,1,Tipo Accesorio,Auriculares,1,1,Frecuencia,"UHF, VHF",1,1,Tipo Producto,Accesorios,1,1,Modalidad,Venta,1,1,Marca,Motorola,1,1,,,,
4345,variation,PMLN7696A,,"Kit auricular completamente discreto (reemplaza RLN4922) - DEP550e, VHF",1,0,visible,,Kit Auricular,1,,0,0,1125331,,,,https://www.interwins.cl/wp-content/uploads/2023/12/PMLN7696A-Kit-auricular-completamente-discreto.jpg,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4346,variation,0876e3f06e43,,"Kit auricular completamente discreto (reemplaza RLN4922) - DGP5050e, VHF",1,0,visible,,Kit Auricular,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4347,variation,9546b247f400,,"Kit auricular completamente discreto (reemplaza RLN4922) - DGP5050e, UHF",1,0,visible,,Kit Auricular,1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4348,variation,9c47b3155036,,"Kit auricular completamente discreto (reemplaza RLN4922) - DGP5550e, VHF",1,0,visible,,Kit Auricular,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4349,variation,932676896b29,,"Kit auricular completamente discreto (reemplaza RLN4922) - DGP5550e, UHF",1,0,visible,,Kit Auricular,1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4350,variation,da85cedb4ffb,,"Kit auricular completamente discreto (reemplaza RLN4922) - DGP8050e, VHF",1,0,visible,,Kit Auricular,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4351,variation,ae2d55014c26,,"Kit auricular completamente discreto (reemplaza RLN4922) - DGP8050e, UHF",1,0,visible,,Kit Auricular,1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4352,variation,4d62cc81c78d,,"Kit auricular completamente discreto (reemplaza RLN4922) - DGP8550e, VHF",1,0,visible,,Kit Auricular,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4353,variation,1c74415336ca,,"Kit auricular completamente discreto (reemplaza RLN4922) - DGP8550e, UHF",1,0,visible,,Kit Auricular,1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4354,variable,RLN5313B,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,0,visible,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",,1,,0,0,,"Ventas > Accesorios, Ventas > Accesorios > Portátiles > Auriculares, Ventas > Accesorios > Auriculares, Ventas > Accesorios > Portátiles, Ventas",,,https://www.interwins.cl/wp-content/uploads/2023/12/RLN5313-Auricular-de-1-cable-con-tubo-acustico-transparente-negro-3.5-mm-roscado.jpg,541,,Compatibilidad,"DEP550e, DGP5050e, DGP5550e, DGP8050e, DGP8550e",1,1,Portabilidad,Portátiles,1,1,Tipo Accesorio,Auriculares,1,1,Frecuencia,"UHF, VHF",1,1,Tipo Producto,Accesorios,1,1,Modalidad,Venta,1,1,Marca,Motorola,1,1,,,,
4355,variation,RLN5313B,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DEP550e, VHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,120040,,,,https://www.interwins.cl/wp-content/uploads/2023/12/RLN5313-Auricular-de-1-cable-con-tubo-acustico-transparente-negro-3.5-mm-roscado.jpg,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4356,variation,43c5f9a9f855,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DGP5050e, VHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4357,variation,d06c92e9a046,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DGP5050e, UHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,,,,,,0,,Compatibilidad,DGP5050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4358,variation,f6159895093d,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DGP5550e, VHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4359,variation,fcc93b318581,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DGP5550e, UHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,,,,,,0,,Compatibilidad,DGP5550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4360,variation,b7c5568cbad2,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DGP8050e, VHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4361,variation,e28076f280df,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DGP8050e, UHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,,,,,,0,,Compatibilidad,DGP8050e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4362,variation,89dfc8510c1f,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DGP8550e, VHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4363,variation,1c285be9899d,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado - DGP8550e, UHF",1,0,visible,,"Auricular de 1 cable con tubo acústico transparente, negro, 3,5 mm roscado",1,,0,0,,,,,,0,,Compatibilidad,DGP8550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4364,variable,NNTN8127B,,Capsula PPT inalámbrica solamente con fuente de alimentación,1,0,visible,Capsula PPT Inalámbrica,,1,,0,0,,"Ventas > Accesorios, Ventas > Accesorios > Portátiles > Auriculares, Ventas > Accesorios > Portátiles, Ventas",,,https://www.interwins.cl/wp-content/uploads/2023/12/NNTN8127-Capsula-PPT-inalambrica-solamente-con-fuente-de-alimentacion.jpg,571,,Compatibilidad,"DEP550e, DEP570e",1,1,Portabilidad,Portátiles,1,1,Tipo Accesorio,Auriculares,1,1,Frecuencia,"UHF, VHF",1,1,Tipo Producto,Accesorios,1,1,Modalidad,Venta,1,1,Marca,Motorola,1,1,,,,
4365,variation,NNTN8127B,,"Capsula PPT inalámbrica solamente con fuente de alimentación - DEP550e, VHF",1,0,visible,,Capsula PPT Inalámbrica,1,,0,0,233852,,,,https://www.interwins.cl/wp-content/uploads/2023/12/NNTN8127-Capsula-PPT-inalambrica-solamente-con-fuente-de-alimentacion.jpg,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4366,variation,0c2f5d618f24,,"Capsula PPT inalámbrica solamente con fuente de alimentación - DEP550e, VHF",1,0,visible,,Capsula PPT Inalámbrica,1,,0,0,,,,,,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4367,variation,1051c61df589,,"Capsula PPT inalámbrica solamente con fuente de alimentación - DEP550e, UHF",1,0,visible,,Capsula PPT Inalámbrica,1,,0,0,,,,,,0,,Compatibilidad,DEP550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4368,variation,8914836c51c8,,"Capsula PPT inalámbrica solamente con fuente de alimentación - DEP570e, VHF",1,0,visible,,Capsula PPT Inalámbrica,1,,0,0,,,,,,0,,Compatibilidad,DEP570e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4369,variation,9a2d9dbab9fa,,"Capsula PPT inalámbrica solamente con fuente de alimentación - DEP570e, UHF",1,0,visible,,Capsula PPT Inalámbrica,1,,0,0,,,,,,0,,Compatibilidad,DEP570e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4370,variable,NNTN8294A,,"Auricular inalámbrico con cable 11.4”, mic en línea, negro. Uso con NNTN8127.",1,0,visible,Auricular Inalámbrico,,1,,0,0,,"Ventas > Accesorios, Ventas > Accesorios > Portátiles > Auriculares, Ventas > Accesorios > Auriculares, Ventas > Accesorios > Portátiles, Ventas",,,https://www.interwins.cl/wp-content/uploads/2023/02/02-AURICULAR-INALAMBRICO-CON-CABLE-11422-MICROFONO-EN-LINEA-NEGRO-1.jpg,546,,Compatibilidad,"DEP550e, DEP570e",1,1,Portabilidad,Portátiles,1,1,Tipo Accesorio,Auriculares,1,1,Frecuencia,"UHF, VHF",1,1,Tipo Producto,Accesorios,1,1,Modalidad,Venta,1,1,Marca,Motorola,1,1,,,,
4371,variation,NNTN8294A,,"Auricular inalámbrico con cable 11.4”, mic en línea, negro. Uso con NNTN8127. - DEP550e, VHF",1,0,visible,,Auricular Inalámbrico,1,,0,0,71612,,,,https://www.interwins.cl/wp-content/uploads/2023/02/02-AURICULAR-INALAMBRICO-CON-CABLE-11422-MICROFONO-EN-LINEA-NEGRO-1.jpg,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4372,variation,5e37c718c9e0,,"Auricular inalámbrico con cable 11.4”, mic en línea, negro. Uso con NNTN8127. - DEP550e, VHF",1,0,visible,,Auricular Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4373,variation,ebec743febab,,"Auricular inalámbrico con cable 11.4”, mic en línea, negro. Uso con NNTN8127. - DEP550e, UHF",1,0,visible,,Auricular Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DEP550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4374,variation,bd6b7e9ef51b,,"Auricular inalámbrico con cable 11.4”, mic en línea, negro. Uso con NNTN8127. - DEP570e, VHF",1,0,visible,,Auricular Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DEP570e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4375,variation,5ced6af5239a,,"Auricular inalámbrico con cable 11.4”, mic en línea, negro. Uso con NNTN8127. - DEP570e, UHF",1,0,visible,,Auricular Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DEP570e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4376,variable,NNTN8295A,,"Auricular inalámbrico con cable 45.7”, mic en línea, negro. Uso con NNTN8127.",1,0,visible,Auricular Inalámbrico,,1,,0,0,,"Ventas > Accesorios, Ventas > Accesorios > Auriculares, Ventas > Accesorios > Portátiles > Auriculares, Ventas > Accesorios > Portátiles, Ventas",,,https://www.interwins.cl/wp-content/uploads/2023/02/27-AURICULAR-CON-CABLE-DE-29CM-NEGRO.jpg,547,,Compatibilidad,"DEP550e, DEP570e",1,1,Portabilidad,Portátiles,1,1,Tipo Accesorio,Auriculares,1,1,Frecuencia,"UHF, VHF",1,1,Tipo Producto,Accesorios,1,1,Modalidad,Venta,1,1,Marca,Motorola,1,1,,,,
4377,variation,NNTN8295A,,"Auricular inalámbrico con cable 45.7”, mic en línea, negro. Uso con NNTN8127. - DEP550e, VHF",1,0,visible,,Auricular Inalámbrico,1,,0,0,76632,,,,https://www.interwins.cl/wp-content/uploads/2023/02/27-AURICULAR-CON-CABLE-DE-29CM-NEGRO.jpg,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4378,variation,87408a2713e2,,"Auricular inalámbrico con cable 45.7”, mic en línea, negro. Uso con NNTN8127. - DEP550e, VHF",1,0,visible,,Auricular Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DEP550e,,1,Frecuencia,VHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
4379,variation,b6bf7d0ef626,,"Auricular inalámbrico con cable 45.7”, mic en línea, negro. Uso con NNTN8127. - DEP550e, UHF",1,0,visible,,Auricular Inalámbrico,1,,0,0,,,,,,0,,Compatibilidad,DEP550e,,1,Frecuencia,UHF,,1,,,,,,,,,,,,,,,,,,,,,,,,
